rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, number_businesses_industry_30_june_arts_recreation_services_num, business_exits_year_ended_30_june_number_non_employing_num, tourist_accommodation_establishments_30_june_15_rooms_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, registered_motor_vehicles_type_vehicle_31_january_total_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, number_businesses_industry_30_june_currently_unknown_num, number_businesses_30_june_total_number_of_businesses_num, sa2_name_2016, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, number_businesses_30_june_of_employing_20_employees_num, number_businesses_industry_30_june_wholesale_trade_num, building_approvals_year_ended_30_june_private_sector_houses_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, number_of_businesses_by_industry_as_at_30_june_construction_num, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, building_approvals_year_ended_30_june_value_non_residential_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, building_approvals_year_ended_30_june_value_of_total_building_m, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, number_businesses_industry_30_june_services_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_of_businesses_by_industry_as_at_30_june_mining_num, business_exits_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, sa2_maincode_2016, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, yr, registered_motor_vehicles_type_fuel_31_january_petrol_num, number_businesses_industry_30_june_education_training_num, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p
1883,3,150,null,null,93,4569,163,8624,37,18,null,107,5,600000.0,null,56,5,null,979,"Noble Park - East",null,54,14,2173,34,306,null,null,60,4,16,12,null,145,4,39,3,157,null,7,null,6,null,null,18,20,3,21,null,5,29,2,null,6,34,null,66,29,979,272,null,21,788,19,7551,29,386,null,174,null,null,34,194,null,7,null,693,303,"212041459",null,29,null,null,460000.0,2019,7374,12,67,66,943,null
2853,5,159,null,null,141,6855,245,12982,59,47,null,95,11,630500.0,null,137,3,3,1118,"Noble Park - West",null,207,37,3276,40,319,null,null,90,6,38,27,null,184,3,29,6,224,null,11,null,3,null,null,38,57,5,31,null,17,44,2,null,10,51,null,235,43,1118,270,null,50,845,48,11363,61,350,null,197,null,null,38,148,null,10,null,1046,453,"212041460",null,49,null,null,487000.0,2019,11093,9,71,234,1429,null
4275,22,222,null,null,60,5239,354,13284,113,107,null,80,40,1050000.0,null,133,3,3,1890,"Ashwood - Chadstone",5,195,67,3767,155,382,null,null,52,29,115,67,null,281,3,126,16,472,null,4,null,null,null,null,36,53,null,19,null,4,144,18,null,16,35,null,263,77,1890,303,null,126,1237,108,11831,85,178,null,272,null,null,110,139,null,null,null,935,251,"212051319",null,200,null,null,788000.0,2019,11172,38,301,262,1854,null
5346,16,321,null,null,538,5577,277,14953,183,43,null,153,16,1080000.0,null,89,6,4,2702,"Clayton",4,92,27,4029,337,495,null,null,289,132,219,33,null,376,8,188,15,605,null,13,null,21,null,null,67,146,34,13,null,9,170,248,null,24,36,null,125,93,2702,374,null,291,1624,43,11546,94,304,10,410,null,null,134,206,null,76,null,2155,338,"212051320",5,320,null,null,560000.0,2019,11321,24,301,125,3282,null
5298,8,226,null,null,67,5694,292,15445,149,55,null,94,45,1226944.0,null,224,null,3,2198,"Glen Waverley - East",null,24,10,4452,123,411,null,null,47,21,177,64,null,295,8,227,10,543,null,15,null,3,null,null,59,43,null,20,null,17,224,5,null,14,26,null,90,89,2198,314,null,61,1511,56,14169,51,166,null,297,null,null,92,39,null,4,null,816,261,"212051321",null,265,null,null,815500.0,2019,13003,36,331,88,2164,null
4851,22,230,null,null,61,5213,267,14142,161,278,null,109,52,1312000.0,null,162,3,11,2502,"Glen Waverley - West",null,635,226,4076,192,479,null,null,43,29,219,73,null,297,3,204,24,690,null,14,null,11,null,null,85,52,null,18,null,13,221,42,null,20,23,null,708,117,2502,356,null,321,1588,279,12973,81,173,3,343,null,null,152,106,null,4,null,748,239,"212051322",null,371,null,null,839000.0,2019,11905,40,355,708,1981,null
4276,17,156,null,null,129,4505,265,12194,107,77,null,83,45,1235000.0,null,161,3,4,1653,"Mount Waverley - North",3,71,32,3410,84,290,null,null,119,16,111,61,null,197,3,136,3,460,null,14,null,3,null,null,46,27,54,15,null,11,159,2,null,15,74,null,132,69,1653,219,null,79,1093,77,10598,59,114,null,212,null,null,75,77,null,26,null,914,214,"212051323",null,184,null,null,851000.0,2019,9764,20,322,132,2199,null
1534,8,77,null,null,128,3264,161,6518,22,12,null,39,7,638000.0,null,71,3,3,547,"Ardeer - Albion",null,23,5,1722,29,168,null,null,63,7,13,18,null,92,4,15,4,79,null,null,null,null,null,null,20,25,14,5,null,3,12,2,null,4,32,null,41,17,547,154,null,15,425,12,5318,26,203,null,99,null,null,20,71,null,24,null,769,220,"213011328",null,27,null,null,425000.0,2019,5286,4,30,41,1009,null
5134,31,257,null,null,156,5409,318,14642,193,84,null,148,53,1212000.0,null,160,4,4,3006,"Mount Waverley - South",4,74,31,4094,270,495,null,null,142,119,226,84,null,461,8,170,16,787,null,16,null,10,null,null,72,93,64,18,null,17,348,38,null,36,88,null,158,116,3006,355,null,122,1826,84,12726,93,185,null,353,null,null,133,111,null,32,null,1098,257,"212051324",3,409,null,null,895250.0,2019,11724,44,405,158,2641,null
11196,7,230,null,null,322,6276,421,22212,142,42,null,121,29,814150.0,null,187,6,4,2387,"Mulgrave",3,42,13,4739,228,363,null,null,607,142,188,72,null,337,6,146,16,537,null,41,null,4,null,null,53,140,44,13,null,13,257,151,null,29,42,null,114,87,2387,274,null,194,1480,43,18506,87,205,null,306,null,null,86,38,null,99,null,2151,410,"212051325",3,247,null,null,722500.0,2019,16845,42,323,114,4926,null
1752,3,63,null,null,80,2437,208,5965,29,2,null,31,1,535000.0,null,95,null,null,411,"Delahey",null,2,1,1773,13,83,null,null,29,5,3,4,null,108,null,16,null,90,null,null,null,null,null,null,8,17,4,7,null,3,7,3,null,3,10,null,6,18,411,69,null,5,303,2,5019,18,130,null,74,null,null,11,7,null,17,null,591,177,"213011331",null,18,null,null,385000.0,2019,4865,3,22,6,922,null
5058,33,270,null,null,161,6926,402,16533,276,210,null,147,35,973050.0,null,130,null,8,2924,"Oakleigh - Huntingdale",null,533,174,4546,326,476,null,null,157,78,204,58,null,428,8,120,20,732,null,7,null,9,null,null,67,164,20,16,null,15,233,44,null,27,138,null,591,94,2924,369,null,254,1788,210,13994,171,257,null,351,null,null,129,156,null,15,null,1630,531,"212051326",null,321,null,null,688000.0,2019,13404,34,352,591,2586,null
4984,25,196,null,null,63,5357,275,14530,135,79,null,94,40,1000000.0,null,201,3,5,2221,"Wheelers Hill",null,113,40,4188,136,301,null,null,44,25,119,43,null,332,9,177,10,608,null,14,null,3,null,null,65,48,null,19,null,18,307,11,null,18,24,null,156,65,2221,240,null,91,1448,81,13330,71,97,null,269,null,null,84,13,null,4,null,768,246,"212051327",null,327,null,null,750000.0,2019,12233,32,329,156,2036,null
2153,5,93,null,null,101,2731,162,6864,35,2,null,30,2,760000.0,null,58,3,3,671,"Cairnlea",null,null,null,1978,21,148,null,null,42,8,19,4,null,144,3,38,3,191,null,null,null,3,null,null,25,13,4,9,null,3,40,null,null,null,18,null,4,35,671,109,null,3,448,3,5868,32,156,null,122,null,null,34,11,null,29,null,630,214,"213011329",null,59,null,null,421425.0,2019,5590,5,56,4,1058,null
2722,8,199,null,null,90,7250,254,13442,93,24,null,104,6,600000.0,null,156,8,3,1503,"St Albans - North",null,77,18,3468,64,438,null,null,59,7,38,23,null,282,12,64,4,321,null,6,null,3,null,null,49,45,11,16,null,9,41,5,null,6,46,null,100,54,1503,375,null,31,1110,26,11864,71,496,null,250,null,null,60,114,null,27,null,1075,560,"213011334",null,82,null,null,421000.0,2019,11541,10,73,100,1337,null
7296,9,243,null,null,1088,6502,362,18830,116,16,null,123,9,575000.0,null,289,6,3,2123,"Deer Park - Derrimut",3,29,7,5026,153,513,null,null,253,66,111,33,null,387,19,69,15,391,null,12,null,7,null,null,62,94,53,21,null,7,112,70,null,10,54,null,63,67,2123,430,null,87,1504,17,13429,73,544,5,317,null,null,91,28,null,501,null,3069,468,"213011330",4,198,null,null,449500.0,2019,12829,20,134,62,5519,null
2706,4,107,null,null,98,4622,296,10197,45,12,null,37,4,630000.0,null,94,3,null,902,"Keilor Downs",null,32,8,2872,44,141,null,null,49,3,22,9,null,215,6,37,3,251,null,5,null,null,null,null,24,33,6,14,null,7,59,3,null,7,21,null,41,35,902,113,null,16,601,13,8709,48,173,null,127,null,null,44,19,null,27,null,977,313,"213011332",null,75,null,null,497500.0,2019,8405,11,80,41,1474,null
1891,3,91,null,null,63,4983,176,9272,27,5,null,42,4,520000.0,null,131,6,3,510,"Kings Park (Vic.)",null,7,1,2396,11,153,null,null,41,null,10,9,null,118,null,12,3,121,null,4,null,null,null,null,21,17,7,11,null,null,11,1,null,3,32,null,16,24,510,123,null,7,376,6,8180,25,169,null,108,null,null,15,11,null,19,null,743,385,"213011333",null,13,null,null,400000.0,2019,7955,6,35,16,929,null
2335,7,157,null,null,77,6220,218,11532,45,10,null,84,4,570000.0,null,122,null,null,1010,"St Albans - South",null,30,7,2975,29,292,null,null,51,5,17,8,null,143,11,42,6,192,null,5,null,3,null,null,36,22,9,14,null,8,34,53,null,9,39,null,38,39,1010,253,null,64,784,11,10178,38,403,null,196,null,null,31,20,null,23,null,922,480,"213011335",null,55,null,null,440000.0,2019,9901,16,59,38,1147,null
1863,16,124,null,null,209,3539,162,7406,86,13,null,78,7,705000.0,null,82,5,null,1093,"Sunshine",null,30,6,2003,86,233,null,null,102,13,38,17,null,135,3,76,10,287,null,3,null,null,null,null,33,66,16,10,null,8,47,14,null,5,39,null,47,51,1093,182,null,28,711,14,5879,56,244,null,164,null,null,53,41,null,44,null,944,255,"213011336",null,91,null,null,343000.0,2019,5791,9,81,47,1357,null
2525,7,116,null,null,116,3511,300,8595,28,4,null,56,2,600000.0,null,96,3,null,804,"Sydenham",null,7,1,2555,39,164,null,null,41,4,23,7,null,190,6,33,null,168,null,null,null,3,null,null,19,18,6,10,null,null,27,null,null,3,15,null,14,26,804,135,null,4,583,4,7231,28,254,null,136,null,null,26,51,null,24,null,851,254,"213011339",null,35,null,null,405000.0,2019,7011,5,54,14,1328,null
3943,19,146,null,null,146,6017,444,13980,97,6,null,61,6,730000.0,null,94,4,5,1499,"Taylors Lakes",null,null,null,4025,91,226,null,null,69,26,44,11,null,356,5,74,5,371,null,8,null,null,null,null,46,46,8,19,null,11,143,46,null,5,23,null,11,32,1499,190,null,53,1017,7,11832,67,196,3,194,null,null,62,6,null,39,null,1399,388,"213011340",null,149,null,null,525000.0,2019,11394,13,148,11,2192,null
3738,17,115,null,null,185,4320,427,11019,53,56,null,40,21,910000.0,null,137,3,null,1146,"Altona",null,115,36,2959,82,150,null,null,89,41,48,44,null,225,3,50,3,296,null,3,null,3,null,null,25,51,11,29,null,6,117,14,null,9,45,null,159,43,1146,109,null,72,729,58,8622,46,106,null,147,null,null,44,132,null,145,null,1471,288,"213021341",3,151,null,null,645000.0,2019,8381,16,141,159,2347,null
3758,16,137,null,null,155,6353,536,14000,53,10,null,45,8,630000.0,null,160,null,6,971,"Altona Meadows",null,9,2,3892,36,214,null,null,66,7,19,16,null,206,13,43,null,219,null,null,null,null,null,null,36,26,9,22,null,6,68,4,null,null,24,null,25,36,971,174,null,15,711,11,11555,47,224,null,174,null,null,37,40,null,131,null,1505,505,"213021342",null,75,null,null,465000.0,2019,11317,15,87,25,2178,null
2227,9,104,null,null,250,4231,194,8852,93,66,null,38,8,635000.0,null,94,11,4,1070,"Sunshine North",null,263,58,2394,107,217,null,null,122,28,56,28,null,182,5,25,11,299,null,4,null,5,null,null,38,124,19,12,null,3,33,48,null,3,46,null,291,44,1070,164,null,114,638,66,7027,102,197,null,146,null,null,33,26,null,53,null,1128,305,"213011337",null,97,null,null,455500.0,2019,6922,14,45,291,1622,null
3968,31,169,null,null,177,4634,461,12262,100,96,null,60,45,1300000.0,null,166,8,10,2230,"Williamstown",null,115,51,3661,211,306,null,null,88,44,90,58,null,330,null,159,10,595,null,11,null,10,null,null,54,103,15,30,null,18,249,13,null,28,37,null,173,73,2230,220,null,110,1384,97,10011,110,73,null,235,null,null,100,96,null,33,null,1413,220,"213021346",3,320,null,null,685000.0,2019,9255,42,398,173,2779,null
3531,9,192,null,null,396,6707,307,14035,86,11,null,95,6,610000.0,null,157,6,6,1796,"Sunshine West",3,18,5,3795,194,365,null,null,193,77,147,16,null,297,12,40,13,360,null,7,null,4,null,null,51,145,30,19,null,12,72,12,null,9,73,null,34,67,1796,298,null,23,1167,11,11141,78,447,3,260,null,null,64,49,null,83,null,1788,483,"213011338",null,167,null,null,464000.0,2019,10974,15,95,34,2572,null
3239,18,148,null,null,387,5193,324,11453,103,46,null,48,17,785000.0,null,134,12,3,1375,"Altona North",null,99,29,3023,108,258,null,null,93,60,78,43,null,282,6,57,6,314,null,null,null,3,null,null,39,76,38,8,null,6,81,173,null,12,45,null,142,48,1375,207,null,220,885,47,8690,65,187,3,194,null,null,50,112,null,384,null,1486,342,"213021343",3,165,null,null,600000.0,2019,8521,20,105,142,2595,null
3985,32,156,null,null,104,4915,478,12444,72,50,null,49,24,1035000.0,null,224,3,3,1428,"Newport",3,88,27,3545,91,265,null,null,67,21,32,21,null,279,3,113,3,346,null,5,null,3,null,null,25,46,6,28,null,8,111,32,null,27,35,null,109,52,1428,208,null,83,968,51,10267,51,116,null,190,null,null,50,124,null,40,null,1418,274,"213021344",3,116,null,null,668000.0,2019,9813,42,279,109,2352,null
1007,5,43,null,null,41,1702,144,3750,15,2,null,19,2,625000.0,null,61,null,3,306,"Seabrook",null,null,null,1043,12,66,null,null,18,3,4,3,null,70,3,11,null,78,null,null,null,null,null,null,16,8,null,6,null,null,10,null,null,null,6,null,3,15,306,52,null,2,215,2,3095,12,57,null,51,null,null,8,null,null,35,null,403,135,"213021345",null,16,null,null,null,2019,3032,4,43,3,584,null
1805,40,76,null,null,71,2735,237,6262,39,18,null,27,11,967000.0,null,104,3,5,665,"Seddon - Kingsville",3,23,7,1721,37,143,null,null,43,3,15,8,null,76,3,45,3,157,null,3,null,3,null,null,15,15,4,7,null,6,36,null,null,21,59,null,31,28,665,116,null,19,468,19,5213,35,65,null,97,null,null,34,61,null,35,null,594,148,"213031350",null,46,null,null,512250.0,2019,5150,13,151,31,959,null
5081,16,191,null,null,153,6250,387,15236,129,72,null,78,16,747800.0,null,109,6,7,1514,"Braybrook",null,217,56,3913,104,382,null,null,121,32,56,39,null,228,3,67,8,335,null,null,null,4,null,null,50,69,11,1688,null,4,67,23,null,12,111,null,268,81,1514,300,null,100,1046,77,11364,94,339,null,245,null,null,67,138,null,92,null,1312,383,"213031347",null,123,null,null,530000.0,2019,11679,31,115,256,3175,null
2930,47,238,null,null,82,4291,409,9857,217,194,null,116,6,845000.0,null,90,3,7,2074,"Footscray",7,647,188,2632,200,449,null,null,53,46,83,7,null,145,10,184,17,511,null,7,null,5,null,null,66,48,3,11,null,9,128,32,null,37,82,null,654,79,2074,368,null,227,1323,195,8334,93,304,null,324,null,null,141,217,null,26,null,857,224,"213031348",null,207,null,null,405000.0,2019,8294,37,257,654,1329,null
2467,18,122,null,null,127,3901,302,8864,72,36,null,61,11,811000.0,null,87,3,3,1144,"West Footscray - Tottenham",null,105,25,2498,108,214,null,null,72,34,68,13,null,143,3,43,3,237,null,3,null,3,null,null,24,54,10,10,null,9,62,12,null,15,95,null,118,36,1144,175,null,49,766,37,7264,46,213,null,153,null,null,41,102,null,75,null,909,219,"213031351",null,117,null,null,438750.0,2019,7129,12,147,118,1513,null
5134,12,191,null,null,233,6201,513,16236,72,49,null,82,49,622000.0,null,268,5,null,1707,"Hillside",null,null,null,4896,74,376,null,null,71,9,42,145,null,536,8,71,8,471,null,3,null,4,null,null,34,41,9,16,null,8,82,11,null,17,27,null,145,83,1707,284,null,61,1148,50,13743,59,348,null,232,null,null,54,36,null,92,null,1532,503,"213041355",null,126,null,null,467500.0,2019,13239,14,137,145,2495,null
4387,23,132,null,null,275,7558,732,16104,79,25,null,43,24,405000.0,null,281,5,3,1282,"Melton",null,4,1,4152,111,206,null,null,105,27,37,84,null,347,5,58,7,398,null,4,null,3,null,null,36,65,11,24,null,29,50,35,null,3,46,null,90,46,1282,157,null,61,745,26,12463,100,204,3,173,null,null,37,50,null,96,null,2349,691,"213041356",null,87,null,null,318000.0,2019,12330,21,94,88,3077,null
2488,19,132,null,null,40,2951,286,7730,96,55,null,54,14,1020000.0,null,74,3,3,1113,"Maribyrnong",null,150,41,2289,83,226,null,null,25,21,37,24,null,155,3,85,8,292,null,7,null,11,null,null,29,21,3,12,null,4,83,62,null,9,7,null,174,49,1113,167,null,117,722,55,6825,59,126,null,170,null,null,74,153,null,6,null,521,142,"213031349",3,131,null,null,443000.0,2019,6561,20,128,174,1019,null
5107,13,163,null,null,219,8539,714,18811,52,228,null,57,216,445000.0,null,447,3,null,1236,"Melton South",null,65,13,5164,50,363,null,null,73,14,20,820,null,326,12,59,4,284,null,4,null,4,null,null,36,38,null,42,null,11,37,19,null,4,30,null,886,71,1236,281,null,248,888,229,15400,59,355,null,205,null,null,36,65,null,66,null,2267,803,"213041357",null,45,null,null,310000.0,2019,14933,19,80,885,3074,null
4064,10,123,null,null,255,7002,678,14919,44,60,null,37,59,460000.0,null,347,4,null,844,"Melton West",null,4,1,3846,48,207,null,null,97,6,18,242,null,231,null,50,3,234,null,3,null,4,null,null,29,23,11,22,null,5,34,15,null,3,43,null,246,45,844,156,null,75,552,60,11546,48,201,3,157,null,null,38,42,null,89,null,2176,640,"213041358",null,32,null,null,345000.0,2019,11423,12,50,246,2850,null
3050,44,141,null,null,125,3828,378,9809,98,47,null,47,27,955000.0,null,157,3,3,1354,"Yarraville",3,68,20,2939,123,243,null,null,98,37,41,22,null,173,6,76,6,346,null,5,null,3,null,null,33,49,3,13,null,8,114,7,null,37,16,null,90,48,1354,194,null,54,848,47,8104,47,93,null,185,null,null,74,86,null,98,null,987,181,"213031352",3,147,null,null,611500.0,2019,7807,20,264,90,1819,null
5806,16,139,null,null,444,9122,1072,20164,75,120,null,50,117,492500.0,null,312,15,null,1559,"Bacchus Marsh",null,14,3,5229,124,249,null,null,140,33,29,398,null,458,3,58,5,527,null,5,null,3,null,null,52,54,24,41,null,78,125,18,null,5,201,null,414,77,1559,171,null,140,873,123,13975,101,159,3,194,null,null,50,52,null,315,null,3949,794,"213041353",null,108,null,null,310000.0,2019,13944,23,146,412,5422,null
4444,15,216,null,null,209,5636,334,14166,81,10,null,62,2,620000.0,null,231,7,null,1536,"Caroline Springs",null,30,8,4083,72,363,null,null,88,14,40,4,null,350,10,121,3,397,null,4,null,3,null,null,39,31,9,20,null,4,93,8,null,8,37,null,34,64,1536,291,null,18,1051,11,12110,50,272,null,263,null,null,73,28,null,59,null,1300,441,"213041463",null,129,null,null,470000.0,2019,11536,30,166,34,2184,null
8959,19,493,null,null,473,11081,704,28014,147,333,null,246,308,555000.0,null,618,9,11,3467,"Tarneit",3,101,24,7971,99,1123,null,null,172,14,71,1099,null,417,38,149,7,571,null,9,null,8,null,null,81,39,29,54,null,24,124,56,null,28,124,null,1200,132,3467,981,null,389,2781,333,23475,113,1453,5,587,null,null,119,34,null,230,null,2752,1124,"213051365",null,130,null,null,411250.0,2019,22210,51,285,1200,4668,null
6098,15,399,null,null,294,7230,467,18722,103,242,null,198,241,580000.0,null,348,16,5,2744,"Truganina",3,5,1,5390,81,897,null,null,111,34,75,784,null,273,21,123,3,415,null,5,null,13,null,null,60,38,17,36,null,8,88,345,null,27,80,null,789,99,2744,793,null,588,2209,242,15812,69,1151,null,467,null,null,109,47,null,147,null,1759,729,"213051366",null,122,null,null,420000.0,2019,14906,38,261,789,3076,null
1354,3,65,null,null,64,1718,102,4318,22,2,null,31,1,618500.0,null,51,null,null,406,"Burnside Heights",null,8,1,1245,17,97,null,null,27,null,5,1,null,88,3,20,null,89,null,null,null,3,null,null,9,3,3,6,null,3,18,1,null,5,11,null,9,15,406,79,null,3,299,2,3691,14,117,null,71,null,null,10,null,null,18,null,396,134,"213041462",null,17,null,null,null,2019,3516,8,36,9,666,null
3560,18,127,null,null,158,3610,494,9998,77,202,null,58,191,577500.0,null,182,6,5,1819,"Werribee - South",null,51,12,2825,151,337,null,null,77,39,65,601,null,291,4,123,10,491,null,4,null,4,null,null,40,67,5,12,null,129,168,117,null,17,27,null,653,81,1819,252,null,320,1142,203,8109,84,147,null,180,null,null,67,97,null,95,null,1020,258,"213051368",3,310,null,null,410000.0,2019,7899,26,168,652,1837,null
4901,6,179,null,null,160,6957,618,16594,48,243,null,91,240,496050.0,null,455,6,null,1261,"Wyndham Vale",null,15,3,4733,46,374,null,null,55,3,24,844,null,226,6,54,3,277,null,5,null,5,null,null,32,21,3,17,null,10,38,70,null,15,19,null,859,58,1261,312,null,313,941,243,13968,53,395,null,214,null,null,53,39,null,63,null,1690,604,"213051369",null,41,null,null,382500.0,2019,13596,27,144,859,2384,null
4953,10,183,null,null,262,6120,388,15479,162,13,null,68,12,543500.0,null,170,4,4,1803,"Hoppers Crossing - North",null,7,2,4404,174,346,null,null,96,42,94,25,null,372,6,68,9,462,null,5,null,4,null,null,40,78,16,30,null,20,94,7,null,8,69,null,32,66,1803,273,null,20,1133,14,12971,121,320,3,230,null,null,49,29,null,127,null,1520,622,"213051361",5,149,null,null,389000.0,2019,12270,27,145,32,2581,null
5018,8,171,null,null,265,6201,393,15682,35,9,null,74,6,535000.0,null,227,3,4,1036,"Hoppers Crossing - South",null,15,3,4462,29,281,null,null,97,4,26,16,null,184,8,70,null,202,null,5,null,null,null,null,24,22,16,30,null,7,45,9,null,9,70,null,31,31,1036,245,null,19,797,10,13141,42,302,null,193,null,null,41,30,null,129,null,1540,630,"213051362",null,41,null,null,384500.0,2019,12431,14,97,31,2615,null
3841,7,179,null,null,170,3896,533,10789,106,127,null,75,122,642000.0,null,260,6,6,1429,"Point Cook - East",null,18,5,3048,63,391,null,null,83,10,77,332,null,222,11,109,10,343,null,5,null,3,null,null,47,29,5,13,null,6,106,3,null,18,29,null,350,79,1429,303,null,130,1018,127,8751,41,189,null,234,null,null,59,36,null,103,null,1101,278,"213051464",null,126,null,null,514000.0,2019,8524,19,213,350,1982,null
2098,6,165,null,null,66,2570,209,6614,98,82,null,103,56,612000.0,null,136,18,3,1622,"Laverton",3,101,27,1945,196,349,null,null,30,110,160,172,null,182,9,53,10,343,null,null,null,4,null,null,30,88,3,11,null,13,63,72,null,21,14,null,273,67,1622,271,null,155,970,83,5651,66,356,null,202,null,null,62,47,null,52,null,581,217,"213051363",3,186,null,null,453251.0,2019,5372,21,122,273,1022,null
