yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_prt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_ttl_prsns_agd_nm, occptn_emplyd_prsns_prcntge_of_ttl_cnss_tchncns_trds_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_10_eqvlnt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_awy_wrk_stdyng_fl_tme_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_hlth_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_lbrrs_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_ttl_ppltn_and_ovr_nm, yth_15_19_yrs_enggmnt_wrkstdy_cnss_flly_enggd_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_wthn_a_lng_dy_cre, jobs_australia_year_ended_30_june_number_employee_manufacturing, labour_force_status_persons_aged_15_years_census_num, labour_force_status_persons_aged_15_years_census_unemployed_num, jbs_astrla_yr_endd_30_jne_nmbr_emplye_trnsprt_pstl_wrhsng, sa2_name_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_archte_and_bldng_pc, jobs_in_australia_year_ended_30_june_number_of_jobs_persons, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_go_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_rntl_hrng_rl_estte_srvcs, children_attending_preschool_program_1_july_15_hours_num, jobs_australia_year_ended_30_june_number_employee_construction, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_infrmt_tchnlgy_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_scty_and_cltre_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_nm, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_crtfcte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_fnnce_insrnce_srvcs, youth_15_19_years_engagement_workstudy_census_fully_engaged_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_of_indqtly_dscrb_std, hghr_edctn_ln_prgrm_hlp_rpymnts_yr_endd_30_jne_txpyrs_rpymnt_nm, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_acrs_one_prvd_type_n, ocptn_emplyd_prsn_prcntge_of_tl_cns_cmnty_prsnl_srvce_wrks_pc, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_advncd_dplmdplma_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_hlth_cre_scl_assstnce, jobs_australia_year_ended_30_june_number_employee_jobs_total, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_pblc_admnstrtn_sfty, jobs_in_australia_year_ended_30_june_number_of_jobs_males, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_crtve_arts_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_stdyng_fll_tme_wrkng_pc, persons_non_school_qualifications_aged_15_years_census_pc, labour_force_status_persons_aged_15_years_census_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_accmmdtn_fd_srvcs, jbs_astrla_yr_endd_30_jne_nmbr_emplye_admnstrtve_spprt_srvcs, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_pstgrdte_dgre_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_ntrl_and_physcl_scn, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_fll_pc, prsn_n_schl_qlfctns_agd_15_yrs_cns_grdte_dplmgrte_crtfe_pc, jobs_australia_year_ended_30_june_number_employee_jobs_mining, jobs_in_australia_year_ended_30_june_number_of_jobs_females, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mngrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_11_eqvlnt_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_fl_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_agrcltre_frstry_fshng, children_attending_preschool_program_1_july_less_15_hours_num, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_edctn_trnng, occptn_emplyd_prsns_prcntge_of_ttl_cnss_prfssnls_pc, highest_year_school_completed_persons_aged_15_years_census_8_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_indqtly_dscrbd_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_in_a_nm, labour_force_status_persons_aged_15_years_census_stated_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_mxd_prgrmms_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_arts_rcrtn_srvcs, jobs_australia_year_ended_30_june_number_employee_retail_trade, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_fd_hsptly_and_prsnl, lbr_frce_stts_prsns_agd_15_yrs_cnss_prtcptn_rte_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mchnry_oprtrs_drvrs_pc, ocptn_emplyd_prsn_prcntge_of_tl_cns_clr_admnstrve_wrks_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_unmplymnt_rte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_whlsle_trde, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_edctn_pc, labour_force_status_persons_aged_15_years_census_employed_num, sa2_maincode_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_engr_and_rltd_tchnlg, occptn_emplyd_prsns_prcntge_of_ttl_cnss_sls_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_12_eqvlnt_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_agrclte_envrmtl_and, yr, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_9_eqvlnt_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_infrmtn_mda_tlcmmnctns, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_bchlr_dgre_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_of_sttd_pc, jbs_astrl_yr_end_30_jne_nmbr_emply_elctry_gs_wtr_wste_srvc, jbs_astrl_yr_end_30_jne_nmbr_emply_prfsnl_scntf_tchnl_srvc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_mngt_and_cmre_pc, jobs_australia_year_ended_30_june_number_employee_jobs_services, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_indqtly_dscrbd_pc
null,null,null,null,null,null,null,null,null,null,96,null,null,null,null,"West Footscray - Tottenham",null,null,null,63,null,175,null,null,null,90,null,null,null,null,null,27,null,null,null,null,211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,147,null,null,null,null,null,null,null,null,null,null,null,null,"213031351",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,97,null,null,null,null,"Footscray",null,null,null,29,null,125,null,null,null,47,null,null,null,null,null,7,null,null,null,null,152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,120,null,null,null,null,null,null,null,null,null,null,null,null,"213031348",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,"Seabrook",null,null,null,13,null,62,null,null,null,45,null,null,null,null,null,10,null,null,null,null,89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,null,null,null,null,71,null,null,null,null,null,null,null,null,null,null,null,null,"213021345",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,"Williamstown",null,null,null,55,null,151,null,null,null,69,null,null,null,null,null,15,null,null,null,null,172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,null,null,null,null,null,115,null,null,null,null,null,null,null,null,null,null,null,null,"213021346",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,130,null,null,null,null,"Melton",null,null,null,80,null,221,null,null,null,163,null,null,null,null,null,10,null,null,null,null,304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,null,222,null,null,null,null,null,null,null,null,null,null,null,null,"213041356",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,112,null,null,null,null,"Seddon - Kingsville",null,null,null,41,null,134,null,null,null,38,null,null,null,null,null,8,null,null,null,null,154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16,null,null,null,null,null,114,null,null,null,null,null,null,null,null,null,null,null,null,"213031350",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,270,null,null,null,null,"Melton South",null,null,null,142,null,474,null,null,null,337,null,null,null,null,null,46,null,null,null,null,650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,130,null,null,null,null,null,510,null,null,null,null,null,null,null,null,null,null,null,null,"213041357",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,112,null,null,null,null,"Braybrook",null,null,null,74,null,208,null,null,null,136,null,null,null,null,null,18,null,null,null,null,269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,null,196,null,null,null,null,null,null,null,null,null,null,null,null,"213031347",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,184,null,null,null,null,"Melton West",null,null,null,131,null,351,null,null,null,235,null,null,null,null,null,40,null,null,null,null,451,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,null,321,null,null,null,null,null,null,null,null,null,null,null,null,"213041358",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,"Rockbank - Mount Cottrell",null,null,null,34,null,110,null,null,null,53,null,null,null,null,null,6,null,null,null,null,144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,null,null,null,null,null,112,null,null,null,null,null,null,null,null,null,null,null,null,"213041359",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,"Maribyrnong",null,null,null,24,null,115,null,null,null,64,null,null,null,null,null,18,null,null,null,null,148,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31,null,null,null,null,null,121,null,null,null,null,null,null,null,null,null,null,null,null,"213031349",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,"Burnside",null,null,null,12,null,62,null,null,null,47,null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,null,null,null,63,null,null,null,null,null,null,null,null,null,null,null,null,"213041461",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,193,null,null,null,null,"Yarraville",null,null,null,52,null,173,null,null,null,19,null,null,null,null,null,11,null,null,null,null,221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38,null,null,null,null,null,170,null,null,null,null,null,null,null,null,null,null,null,null,"213031352",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,178,null,null,null,null,"Bacchus Marsh",null,null,null,118,null,333,null,null,null,194,null,null,null,null,null,24,null,null,null,null,404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42,null,null,null,null,null,280,null,null,null,null,null,null,null,null,null,null,null,null,"213041353",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,148,null,null,null,null,"Hillside",null,null,null,102,null,308,null,null,null,194,null,null,null,null,null,35,null,null,null,null,380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,null,282,null,null,null,null,null,null,null,null,null,null,null,null,"213041355",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,"Taylors Hill",null,null,null,80,null,313,null,null,null,207,null,null,null,null,null,41,null,null,null,null,390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58,null,null,null,null,null,304,null,null,null,null,null,null,null,null,null,null,null,null,"213041360",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,"Hoppers Crossing - South",null,null,null,76,null,267,null,null,null,130,null,null,null,null,null,21,null,null,null,null,337,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58,null,null,null,null,null,257,null,null,null,null,null,null,null,null,null,null,null,null,"213051362",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,342,null,null,null,null,"Truganina",null,null,null,162,null,666,null,null,null,420,null,null,null,null,null,71,null,null,null,null,836,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,null,675,null,null,null,null,null,null,null,null,null,null,null,null,"213051366",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,"Werribee - South",null,null,null,42,null,172,null,null,null,87,null,null,null,null,null,44,null,null,null,null,202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,162,null,null,null,null,null,null,null,null,null,null,null,null,"213051368",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,"Burnside Heights",null,null,null,39,null,152,null,null,null,115,null,null,null,null,null,27,null,null,null,null,173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,133,null,null,null,null,null,null,null,null,null,null,null,null,"213041462",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,265,null,null,null,null,"Wyndham Vale",null,null,null,132,null,542,null,null,null,331,null,null,null,null,null,73,null,null,null,null,663,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,104,null,null,null,null,null,535,null,null,null,null,null,null,null,null,null,null,null,null,"213051369",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,203,null,null,null,null,"Point Cook - East",null,null,null,108,null,388,null,null,null,194,null,null,null,null,null,63,null,null,null,null,457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,null,349,null,null,null,null,null,null,null,null,null,null,null,null,"213051464",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,175,null,null,null,null,"Hoppers Crossing - North",null,null,null,75,null,238,null,null,null,110,null,null,null,null,null,22,null,null,null,null,305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,null,226,null,null,null,null,null,null,null,null,null,null,null,null,"213051361",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,121,null,null,null,null,"Laverton",null,null,null,39,null,173,null,null,null,70,null,null,null,null,null,22,null,null,null,null,215,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,null,173,null,null,null,null,null,null,null,null,null,null,null,null,"213051363",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,549,null,null,null,null,"Tarneit",null,null,null,241,null,930,null,null,null,543,null,null,null,null,null,89,null,null,null,null,1175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,193,null,null,null,null,null,933,null,null,null,null,null,null,null,null,null,null,null,null,"213051365",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,223,null,null,null,null,"Point Cook - North",null,null,null,116,null,437,null,null,null,211,null,null,null,null,null,63,null,null,null,null,496,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50,null,null,null,null,null,384,null,null,null,null,null,null,null,null,null,null,null,null,"213051465",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,228,null,null,null,null,"Point Cook - South",null,null,null,106,null,475,null,null,null,221,null,null,null,null,null,102,null,null,null,null,548,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65,null,null,null,null,null,441,null,null,null,null,null,null,null,null,null,null,null,null,"213051466",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,121,null,null,null,null,"Werribee - East",null,null,null,65,null,212,null,null,null,119,null,null,null,null,null,16,null,null,null,null,257,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,null,191,null,null,null,null,null,null,null,null,null,null,null,null,"213051467",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,123,null,null,null,null,"Werribee - West",null,null,null,63,null,247,null,null,null,132,null,null,null,null,null,22,null,null,null,null,281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,224,null,null,null,null,null,null,null,null,null,null,null,null,"213051468",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,201,null,null,null,null,"Carrum Downs",null,null,null,110,null,301,null,null,null,150,null,null,null,null,null,21,null,null,null,null,368,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59,null,null,null,null,null,254,null,null,null,null,null,null,null,null,null,null,null,null,"214011370",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,170,null,null,null,null,"Frankston",null,null,null,90,null,256,null,null,null,130,null,null,null,null,null,19,null,null,null,null,315,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,null,227,null,null,null,null,null,null,null,null,null,null,null,null,"214011371",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,161,null,null,null,null,"Frankston North",null,null,null,95,null,255,null,null,null,150,null,null,null,null,null,24,null,null,null,null,334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,null,238,null,null,null,null,null,null,null,null,null,null,null,null,"214011372",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,198,null,null,null,null,"Langwarrin",null,null,null,119,null,322,null,null,null,164,null,null,null,null,null,32,null,null,null,null,399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66,null,null,null,null,null,282,null,null,null,null,null,null,null,null,null,null,null,null,"214011374",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,159,null,null,null,null,"Frankston South",null,null,null,82,null,252,null,null,null,115,null,null,null,null,null,30,null,null,null,null,301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,null,null,null,null,215,null,null,null,null,null,null,null,null,null,null,null,null,"214011373",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,128,null,null,null,null,"Skye - Sandhurst",null,null,null,82,null,221,null,null,null,119,null,null,null,null,null,19,null,null,null,null,271,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,null,192,null,null,null,null,null,null,null,null,null,null,null,null,"214011376",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,143,null,null,null,null,"Hastings - Somers",null,null,null,123,null,274,null,null,null,226,null,null,null,null,null,18,null,null,null,null,388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,null,262,null,null,null,null,null,null,null,null,null,null,null,null,"214021379",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,"Mornington",null,null,null,94,null,250,null,null,null,141,null,null,null,null,null,39,null,null,null,null,295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43,null,null,null,null,null,197,null,null,null,null,null,null,null,null,null,null,null,null,"214021380",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,141,null,null,null,null,"Seaford (Vic.)",null,null,null,83,null,226,null,null,null,113,null,null,null,null,null,18,null,null,null,null,275,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,null,192,null,null,null,null,null,null,null,null,null,null,null,null,"214011375",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,92,null,null,null,null,"Mount Eliza",null,null,null,86,null,228,null,null,null,137,null,null,null,null,null,38,null,null,null,null,274,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,null,null,null,null,186,null,null,null,null,null,null,null,null,null,null,null,null,"214021381",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,"Mount Martha",null,null,null,101,null,236,null,null,null,143,null,null,null,null,null,39,null,null,null,null,288,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,184,null,null,null,null,null,null,null,null,null,null,null,null,"214021382",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,"Point Nepean",null,null,null,78,null,163,null,null,null,123,null,null,null,null,null,14,null,null,null,null,240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,null,156,null,null,null,null,null,null,null,null,null,null,null,null,"214021383",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,"Dromana",null,null,null,43,null,116,null,null,null,70,null,null,null,null,null,13,null,null,null,null,144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,null,null,null,null,null,101,null,null,null,null,null,null,null,null,null,null,null,null,"214021377",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,"Flinders",null,null,null,25,null,45,null,null,null,29,null,null,null,null,null,7,null,null,null,null,61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,40,null,null,null,null,null,null,null,null,null,null,null,null,"214021378",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,"Rosebud - McCrae",null,null,null,81,null,192,null,null,null,107,null,null,null,null,null,21,null,null,null,null,265,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58,null,null,null,null,null,186,null,null,null,null,null,null,null,null,null,null,null,null,"214021384",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,94,null,null,null,null,"Somerville",null,null,null,66,null,199,null,null,null,137,null,null,null,null,null,16,null,null,null,null,245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,177,null,null,null,null,null,null,null,null,null,null,null,null,"214021385",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
